z_meas,qc_meas,z,qc,z_koppejan,qc_koppejan,z_filter,qc_filter
-0.5166,0.74,0.20484,1.92,-0.4986,0.45,,
-0.51804,0.76,0.2034,1.92,-0.50004,0.46,,
-0.51948,0.77,0.20196,1.92,-0.50148,0.46,,
-0.52092,0.78,0.20052,1.92,-0.50292,0.46,,
-0.52236,0.79,0.19908,1.92,-0.50436,0.46,,
-0.5238,0.8,0.19764,1.92,-0.5058,0.46,,
-0.52488,0.81,0.1962,1.92,-0.50724,0.46,,
-0.52632,0.81,0.19512,1.92,-0.50868,0.45,,
-0.52776,0.82,0.19368,1.92,-0.51012,0.45,,
-0.5292,0.82,0.19224,1.92,-0.51156,0.45,,
-0.53064,0.82,0.1908,1.92,-0.513,0.45,,
-0.53208,0.82,0.18936,1.92,-0.51444,0.44,,
-0.53352,0.82,0.18792,1.92,-0.51588,0.44,,
-0.53496,0.82,0.18648,1.92,-0.51732,0.44,,
-0.5364,0.82,0.18504,1.92,-0.5184,0.44,,
-0.53784,0.82,0.1836,1.92,-0.51984,0.43,,
-0.53928,0.81,0.18216,1.92,-0.52128,0.43,,
-0.54072,0.8,0.18072,1.92,-0.52272,0.43,,
-0.54216,0.79,0.17928,1.92,-0.52416,0.42,,
-0.54504,0.78,0.17784,1.92,-0.5256,0.42,,
-0.54648,0.77,0.1764,1.92,-0.52704,0.42,,
-0.54792,0.76,0.17496,1.92,-0.52848,0.41,,
-0.54936,0.75,0.17352,1.92,-0.52992,0.41,,
-0.5508,0.74,0.17208,1.92,-0.53136,0.4,,
-0.55224,0.73,0.17064,1.92,-0.5328,0.4,,
-0.55368,0.72,0.1692,1.92,-0.53424,0.39,,
-0.55512,0.7,0.16776,1.92,-0.53568,0.39,,
-0.5562,0.69,0.16632,1.92,-0.53712,0.38,,
-0.55764,0.67,0.16488,1.92,-0.53856,0.38,,
-0.55908,0.66,0.1638,1.92,-0.54,0.37,,
-0.56052,0.64,0.16236,1.92,-0.54144,0.37,,
-0.56196,0.63,0.16092,1.92,-0.54288,0.36,,
-0.5634,0.62,0.15948,1.92,-0.54432,0.35,,
-0.56628,0.61,0.15804,1.92,-0.54576,0.35,,
-0.56772,0.59,0.1566,1.92,-0.5472,0.34,,
-0.56916,0.58,0.15516,1.92,-0.54864,0.34,,
-0.5706,0.57,0.15372,1.92,-0.54972,0.33,,
-0.57204,0.56,0.15228,1.92,-0.55116,0.33,,
-0.57348,0.55,0.15084,1.92,-0.5526,0.32,,
-0.57492,0.54,0.1494,1.92,-0.55404,0.31,,
-0.57636,0.53,0.14796,1.92,-0.55548,0.31,,
-0.5778,0.52,0.14652,1.92,-0.55692,0.3,,
-0.57924,0.51,0.14508,1.92,-0.55836,0.3,,
-0.58068,0.5,0.14364,1.92,-0.5598,0.3,,
-0.58212,0.5,0.1422,1.92,-0.56124,0.29,,
-0.58356,0.49,0.14076,1.92,-0.56268,0.29,,
-0.585,0.48,0.13932,1.92,-0.56412,0.28,,
-0.58608,0.48,0.13788,1.92,-0.56556,0.28,,
-0.58896,0.47,0.13644,1.92,-0.567,0.28,,
-0.5904,0.47,0.135,1.92,-0.56844,0.27,,
-0.59184,0.47,0.13392,1.92,-0.56988,0.27,,
-0.59328,0.48,0.13248,1.92,-0.57132,0.27,,
-0.59472,0.48,0.13104,1.92,-0.57276,0.27,,
-0.59616,0.48,0.1296,1.92,-0.5742,0.26,,
-0.5976,0.49,0.12816,1.92,-0.57564,0.26,,
-0.59904,0.49,0.12672,1.92,-0.57708,0.27,,
-0.60048,0.5,0.12528,1.92,-0.57852,0.27,,
-0.60192,0.5,0.12384,1.92,-0.5796,0.28,,
-0.60336,0.51,0.1224,1.92,-0.58104,0.29,,
-0.6048,0.52,0.12096,1.92,-0.58248,0.3,,
-0.60624,0.54,0.11952,1.92,-0.58392,0.31,,
-0.60768,0.56,0.11808,1.92,-0.58536,0.32,,
-0.60912,0.59,0.11664,1.92,-0.5868,0.32,,
-0.61056,0.62,0.1152,1.92,-0.58824,0.33,,
-0.612,0.65,0.11376,1.92,-0.58968,0.34,,
-0.61344,0.68,0.11232,1.92,-0.59112,0.35,,
-0.61488,0.71,0.11088,1.92,-0.59256,0.35,,
-0.61596,0.74,0.10944,1.92,-0.594,0.36,,
-0.6174,0.76,0.108,1.92,-0.59544,0.37,,
-0.61884,0.79,0.10656,1.92,-0.59688,0.38,,
-0.62028,0.81,0.10512,1.92,-0.59832,0.38,,
-0.62172,0.82,0.10404,1.92,-0.59976,0.39,,
-0.62316,0.84,0.1026,1.92,-0.6012,0.4,,
-0.6246,0.86,0.10116,1.92,-0.60264,0.41,,
-0.62604,0.87,0.09972,1.92,-0.60408,0.41,,
-0.62748,0.89,0.09828,1.92,-0.60552,0.42,,
-0.62892,0.9,0.09684,1.92,-0.60696,0.43,,
-0.63036,0.92,0.0954,1.92,-0.6084,0.44,,
-0.6318,0.93,0.09396,1.92,-0.60948,0.44,,
-0.63324,0.95,0.09252,1.92,-0.61092,0.45,,
-0.63468,0.96,0.09108,1.92,-0.61236,0.46,,
-0.63756,0.97,0.08964,1.92,-0.6138,0.46,,
-0.639,0.98,0.0882,1.92,-0.61524,0.46,,
-0.64044,0.98,0.08676,1.92,-0.61668,0.46,,
-0.64188,0.98,0.08532,1.92,-0.61812,0.46,,
-0.64332,0.98,0.08388,1.92,-0.61956,0.46,,
-0.64476,0.97,0.08244,1.92,-0.621,0.46,,
-0.64584,0.96,0.081,1.92,-0.62244,0.45,,
-0.64728,0.95,0.07956,1.92,-0.62388,0.45,,
-0.64872,0.95,0.07812,1.92,-0.62532,0.45,,
-0.65016,0.94,0.07668,1.92,-0.62676,0.44,,
-0.6516,0.92,0.07524,1.92,-0.6282,0.44,,
-0.65304,0.91,0.07416,1.92,-0.62964,0.44,,
-0.65448,0.9,0.07272,1.92,-0.63108,0.44,,
-0.65592,0.88,0.07128,1.92,-0.63252,0.44,,
-0.65736,0.87,0.06984,1.92,-0.63396,0.43,,
-0.6588,0.86,0.0684,1.92,-0.6354,0.43,,
-0.66024,0.84,0.06696,1.92,-0.63684,0.43,,
-0.66168,0.82,0.06552,1.92,-0.63828,0.42,,
-0.66312,0.81,0.06408,1.92,-0.63936,0.42,,
-0.666,0.79,0.06264,1.92,-0.6408,0.41,,
-0.66744,0.78,0.0612,1.92,-0.64224,0.41,,
-0.66888,0.76,0.05976,1.92,-0.64368,0.41,,
-0.67032,0.74,0.05832,1.92,-0.64512,0.4,,
-0.67176,0.72,0.05688,1.92,-0.64656,0.4,,
-0.6732,0.71,0.05544,1.92,-0.648,0.39,,
-0.67464,0.69,0.054,1.92,-0.64944,0.39,,
-0.67572,0.68,0.05256,1.92,-0.65088,0.38,,
-0.67716,0.66,0.05112,1.92,-0.65232,0.38,,
-0.6786,0.65,0.04968,1.92,-0.65376,0.37,,
-0.68004,0.64,0.04824,1.92,-0.6552,0.36,,
-0.68148,0.63,0.0468,1.92,-0.65664,0.36,,
-0.68292,0.62,0.04536,1.92,-0.65808,0.35,,
-0.6858,0.61,0.04428,1.92,-0.65952,0.35,,
-0.68724,0.59,0.04284,1.92,-0.66096,0.34,,
-0.68868,0.58,0.0414,1.92,-0.6624,0.33,,
-0.69012,0.57,0.03996,1.92,-0.66384,0.33,,
-0.69156,0.56,0.03852,1.92,-0.66528,0.32,,
-0.693,0.55,0.03708,1.92,-0.66672,0.32,,
-0.69444,0.54,0.03564,1.92,-0.66816,0.31,,
-0.69588,0.54,0.0342,1.92,-0.66924,0.31,,
-0.69732,0.53,0.03276,1.92,-0.67068,0.3,,
-0.69876,0.53,0.03132,1.92,-0.67212,0.3,,
-0.7002,0.53,0.02988,1.92,-0.67356,0.29,,
-0.70164,0.53,0.02844,1.92,-0.675,0.29,,
-0.70308,0.53,0.027,1.92,-0.67644,0.29,,
-0.70452,0.53,0.02556,1.92,-0.67788,0.28,,
-0.7056,0.54,0.02412,1.92,-0.67932,0.28,,
-0.70704,0.54,0.02268,1.92,-0.68076,0.28,,
-0.70848,0.54,0.02124,1.92,-0.6822,0.27,,
-0.70992,0.54,0.0198,1.92,-0.68364,0.27,,
-0.71136,0.55,0.01836,1.92,-0.68508,0.27,,
-0.7128,0.56,0.01692,1.92,-0.68652,0.27,,
-0.71424,0.57,0.01548,1.92,-0.68796,0.26,,
-0.71568,0.58,0.0144,1.92,-0.6894,0.26,,
-0.71712,0.6,0.01296,1.92,-0.69084,0.26,,
-0.71856,0.64,0.01152,1.92,-0.69228,0.27,,
-0.72,0.68,0.01008,1.92,-0.69372,0.27,,
-0.72144,0.72,0.00864,1.92,-0.69516,0.28,,
-0.72288,0.76,0.0072,1.92,-0.6966,0.29,,
-0.72432,0.8,0.00576,1.92,-0.69804,0.3,,
-0.72576,0.84,0.00432,1.92,-0.69912,0.31,,
-0.7272,0.88,0.00288,1.92,-0.70056,0.33,,
-0.73008,0.91,0.00144,1.92,-0.702,0.34,,
-0.73152,0.94,0,1.92,-0.70344,0.36,,
-0.73296,0.97,-0.00144,1.92,-0.70488,0.38,,
-0.7344,1.01,-0.00288,1.92,-0.70632,0.4,,
-0.73548,1.05,-0.00432,1.92,-0.70776,0.42,,
-0.73692,1.09,-0.00576,1.92,-0.7092,0.45,,
-0.73836,1.13,-0.0072,1.92,-0.71064,0.47,,
-0.7398,1.17,-0.00864,1.92,-0.71208,0.5,,
-0.74124,1.21,-0.01008,1.92,-0.71352,0.53,,
-0.74268,1.25,-0.01152,1.92,-0.71496,0.56,,
-0.74412,1.29,-0.01296,1.92,-0.7164,0.59,,
-0.74556,1.33,-0.0144,1.92,-0.71784,0.62,,
-0.747,1.37,-0.01548,1.92,-0.71928,0.65,,
-0.74844,1.4,-0.01692,1.92,-0.72072,0.68,,
-0.74988,1.43,-0.01836,1.92,-0.72216,0.72,,
-0.75132,1.46,-0.0198,1.92,-0.7236,0.75,,
-0.75276,1.49,-0.02124,1.92,-0.72504,0.78,,
-0.7542,1.53,-0.02268,1.92,-0.72648,0.81,,
-0.75708,1.57,-0.02412,1.92,-0.72792,0.84,,
-0.75852,1.61,-0.02556,1.92,-0.729,0.87,,
-0.75996,1.65,-0.027,1.92,-0.73044,0.9,,
-0.7614,1.69,-0.02844,1.92,-0.73188,0.93,,
-0.76284,1.72,-0.02988,1.92,-0.73332,0.95,,
-0.76428,1.74,-0.03132,1.92,-0.73476,0.98,,
-0.76536,1.77,-0.03276,1.92,-0.7362,1,,
-0.7668,1.79,-0.0342,1.92,-0.73764,1.02,,
-0.76824,1.81,-0.03564,1.92,-0.73908,1.04,,
-0.76968,1.83,-0.03708,1.92,-0.74052,1.06,,
-0.77112,1.85,-0.03852,1.92,-0.74196,1.07,,
-0.77256,1.87,-0.03996,1.92,-0.7434,1.09,,
-0.774,1.88,-0.0414,1.92,-0.74484,1.1,,
-0.77544,1.9,-0.04284,1.92,-0.74628,1.11,,
-0.77688,1.91,-0.04428,1.92,-0.74772,1.12,,
-0.77832,1.93,-0.04536,1.92,-0.74916,1.13,,
-0.77976,1.94,-0.0468,1.92,-0.7506,1.14,,
-0.7812,1.95,-0.04824,1.92,-0.75204,1.14,,
-0.78264,1.96,-0.04968,1.92,-0.75348,1.15,,
-0.78408,1.96,-0.05112,1.92,-0.75492,1.15,,
-0.78552,1.97,-0.05256,1.92,-0.75636,1.16,,
-0.78696,1.98,-0.054,1.92,-0.7578,1.16,,
-0.78984,1.98,-0.05544,1.92,-0.75888,1.16,,
-0.79128,1.98,-0.05688,1.92,-0.76032,1.17,,
-0.79272,1.99,-0.05832,1.92,-0.76176,1.17,,
-0.79416,2,-0.05976,1.92,-0.7632,1.18,,
-0.79524,2,-0.0612,1.92,-0.76464,1.18,,
-0.79668,2,-0.06264,1.92,-0.76608,1.19,,
-0.79812,2.01,-0.06408,1.92,-0.76752,1.19,,
-0.79956,2.01,-0.06552,1.92,-0.76896,1.19,,
-0.801,2.02,-0.06696,1.92,-0.7704,1.2,,
-0.80244,2.03,-0.0684,1.92,-0.77184,1.2,,
-0.80388,2.03,-0.06984,1.92,-0.77328,1.21,,
-0.80532,2.03,-0.07128,1.92,-0.77472,1.21,,
-0.80676,2.04,-0.07272,1.92,-0.77616,1.21,,
-0.8082,2.04,-0.07416,1.92,-0.7776,1.22,,
-0.80964,2.04,-0.07524,1.92,-0.77904,1.22,,
-0.81108,2.05,-0.07668,1.92,-0.78048,1.23,,
-0.81252,2.05,-0.07812,1.92,-0.78192,1.23,,
-0.81396,2.05,-0.07956,1.92,-0.78336,1.23,,
-0.8154,2.05,-0.081,1.92,-0.7848,1.24,,
-0.81684,2.05,-0.08244,1.92,-0.78624,1.24,,
-0.81828,2.05,-0.08388,1.92,-0.78768,1.25,,
-0.81972,2.05,-0.08532,1.92,-0.78876,1.25,,
-0.8226,2.05,-0.08676,1.92,-0.7902,1.26,,
-0.82404,2.05,-0.0882,1.92,-0.79164,1.26,,
-0.82512,2.06,-0.08964,1.92,-0.79308,1.26,,
-0.82656,2.05,-0.09108,1.92,-0.79452,1.27,,
-0.828,2.06,-0.09252,1.92,-0.79596,1.27,,
-0.82944,2.06,-0.09396,1.92,-0.7974,1.28,,
-0.83088,2.06,-0.0954,1.92,-0.79884,1.28,,
-0.83232,2.06,-0.09684,1.92,-0.80028,1.28,,
-0.83376,2.06,-0.09828,1.92,-0.80172,1.29,,
-0.8352,2.07,-0.09972,1.92,-0.80316,1.29,,
-0.83664,2.07,-0.10116,1.92,-0.8046,1.3,,
-0.83808,2.07,-0.1026,1.92,-0.80604,1.3,,
-0.83952,2.07,-0.10404,1.92,-0.80748,1.31,,
-0.84096,2.07,-0.10512,1.92,-0.80892,1.31,,
-0.8424,2.08,-0.10656,1.92,-0.81036,1.31,,
-0.84384,2.08,-0.108,1.92,-0.8118,1.32,,
-0.84528,2.08,-0.10944,1.92,-0.81324,1.32,,
-0.84672,2.08,-0.11088,1.92,-0.81468,1.33,,
-0.84816,2.08,-0.11232,1.92,-0.81612,1.33,,
-0.8496,2.08,-0.11376,1.92,-0.81756,1.33,,
-0.85104,2.08,-0.1152,1.92,-0.81864,1.34,,
-0.85248,2.08,-0.11664,1.92,-0.82008,1.34,,
-0.85392,2.09,-0.11808,1.92,-0.82152,1.35,,
-0.85644,2.09,-0.11952,1.92,-0.82296,1.35,,
-0.85788,2.09,-0.12096,1.92,-0.8244,1.35,,
-0.85932,2.09,-0.1224,1.92,-0.82584,1.36,,
-0.86076,2.09,-0.12384,1.92,-0.82728,1.36,,
-0.8622,2.09,-0.12528,1.92,-0.82872,1.37,,
-0.86364,2.09,-0.12672,1.92,-0.83016,1.37,,
-0.86508,2.09,-0.12816,1.92,-0.8316,1.38,,
-0.86652,2.09,-0.1296,1.92,-0.83304,1.38,,
-0.86796,2.09,-0.13104,1.92,-0.83448,1.38,,
-0.8694,2.09,-0.13248,1.92,-0.83592,1.39,,
-0.87084,2.09,-0.13392,1.92,-0.83736,1.39,,
-0.87228,2.09,-0.135,1.92,-0.8388,1.4,,
-0.87372,2.09,-0.13644,1.92,-0.84024,1.4,,
-0.87516,2.09,-0.13788,1.92,-0.84168,1.4,,
-0.8766,2.09,-0.13932,1.92,-0.84312,1.41,,
-0.87948,2.1,-0.14076,1.92,-0.84456,1.41,,
-0.88092,2.09,-0.1422,1.92,-0.846,1.42,,
-0.88236,2.09,-0.14364,1.92,-0.84744,1.42,,
-0.8838,2.09,-0.14508,1.92,-0.84852,1.42,,
-0.88488,2.09,-0.14652,1.92,-0.84996,1.43,,
-0.88632,2.08,-0.14796,1.92,-0.8514,1.43,,
-0.88776,2.08,-0.1494,1.92,-0.85284,1.44,,
-0.8892,2.08,-0.15084,1.92,-0.85428,1.44,,
-0.89064,2.08,-0.15228,1.92,-0.85572,1.45,,
-0.89208,2.08,-0.15372,1.92,-0.85716,1.45,,
-0.89352,2.08,-0.15516,1.92,-0.8586,1.45,,
-0.89496,2.07,-0.1566,1.92,-0.86004,1.46,,
-0.8964,2.07,-0.15804,1.92,-0.86148,1.46,,
-0.89784,2.07,-0.15948,1.92,-0.86292,1.47,,
-0.89928,2.07,-0.16092,1.92,-0.86436,1.47,,
-0.90072,2.07,-0.16236,1.92,-0.8658,1.47,,
-0.90216,2.06,-0.1638,1.92,-0.86724,1.48,,
-0.9036,2.06,-0.16488,1.92,-0.86868,1.48,,
-0.90648,2.06,-0.16632,1.92,-0.87012,1.49,,
-0.90792,2.05,-0.16776,1.92,-0.87156,1.49,,
-0.90936,2.05,-0.1692,1.92,-0.873,1.49,,
-0.9108,2.05,-0.17064,1.92,-0.87444,1.5,,
-0.91224,2.05,-0.17208,1.92,-0.87588,1.5,,
-0.91368,2.04,-0.17352,1.92,-0.87732,1.51,,
-0.91512,2.04,-0.17496,1.92,-0.8784,1.51,,
-0.9162,2.03,-0.1764,1.92,-0.87984,1.52,,
-0.91764,2.03,-0.17784,1.92,-0.88128,1.52,,
-0.91908,2.03,-0.17928,1.92,-0.88272,1.52,,
-0.92052,2.03,-0.18072,1.92,-0.88416,1.53,,
-0.92196,2.02,-0.18216,1.92,-0.8856,1.53,,
-0.9234,2.01,-0.1836,1.92,-0.88704,1.54,,
-0.92484,2.01,-0.18504,1.92,-0.88848,1.54,,
-0.92628,2.01,-0.18648,1.92,-0.88992,1.54,,
-0.92772,2,-0.18792,1.92,-0.89136,1.55,,
-0.92916,2,-0.18936,1.92,-0.8928,1.55,,
-0.9306,2,-0.1908,1.92,-0.89424,1.56,,
-0.93204,1.99,-0.19224,1.92,-0.89568,1.56,,
-0.93348,1.99,-0.19368,1.92,-0.89712,1.56,,
-0.93492,1.98,-0.19512,1.92,-0.89856,1.57,,
-0.93636,1.98,-0.1962,1.92,-0.9,1.57,,
-0.93924,1.97,-0.19764,1.92,-0.90144,1.58,,
-0.94068,1.97,-0.19908,1.92,-0.90288,1.58,,
-0.94212,1.96,-0.20052,1.92,-0.90432,1.59,,
-0.94356,1.96,-0.20196,1.92,-0.90576,1.59,,
-0.945,1.95,-0.2034,1.92,-0.9072,1.59,,
-0.94608,1.95,-0.20484,1.92,-0.90864,1.6,,
-0.94752,1.94,-0.20628,1.92,-0.90972,1.6,,
-0.94896,1.94,-0.20772,1.92,-0.91116,1.61,,
-0.9504,1.93,-0.20916,1.92,-0.9126,1.61,,
-0.95184,1.93,-0.2106,1.92,-0.91404,1.61,,
-0.95328,1.92,-0.21204,1.92,-0.91548,1.62,,
-0.95472,1.92,-0.21348,1.92,-0.91692,1.62,,
-0.95616,1.91,-0.21492,1.92,-0.91836,1.63,,
-0.9576,1.91,-0.21636,1.92,-0.9198,1.63,,
-0.95904,1.9,-0.2178,1.92,-0.92124,1.64,,
-0.96048,1.9,-0.21924,1.92,-0.92268,1.64,,
-0.96192,1.89,-0.22068,1.92,-0.92412,1.64,,
-0.96336,1.89,-0.22212,1.92,-0.92556,1.65,,
-0.9648,1.88,-0.22356,1.92,-0.927,1.65,,
-0.96624,1.88,-0.225,1.92,-0.92844,1.66,,
-0.96768,1.88,-0.22608,1.92,-0.92988,1.66,,
-0.97056,1.87,-0.22752,1.92,-0.93132,1.66,,
-0.972,1.87,-0.22896,1.92,-0.93276,1.67,,
-0.97344,1.86,-0.2304,1.92,-0.9342,1.67,,
-0.97488,1.86,-0.23184,1.92,-0.93564,1.68,,
-0.97596,1.86,-0.23328,1.92,-0.93708,1.68,,
-0.9774,1.85,-0.23472,1.92,-0.93852,1.68,,
-0.97884,1.85,-0.23616,1.92,-0.9396,1.69,,
-0.98028,1.85,-0.2376,1.92,-0.94104,1.69,,
-0.98172,1.84,-0.23904,1.92,-0.94248,1.7,,
-0.98316,1.84,-0.24048,1.92,-0.94392,1.7,,
-0.9846,1.84,-0.24192,1.92,-0.94536,1.71,,
-0.98604,1.83,-0.24336,1.92,-0.9468,1.71,,
-0.98748,1.83,-0.2448,1.92,-0.94824,1.71,,
-0.98892,1.83,-0.24624,1.92,-0.94968,1.72,,
-0.99036,1.83,-0.24768,1.92,-0.95112,1.72,,
-0.9918,1.82,-0.24912,1.92,-0.95256,1.73,,
-0.99324,1.82,-0.25056,1.92,-0.954,1.73,,
-0.99468,1.82,-0.252,1.92,-0.95544,1.73,,
-0.99612,1.82,-0.25344,1.92,-0.95688,1.74,,
-0.99756,1.81,-0.25488,1.92,-0.95832,1.74,,
-0.999,1.81,-0.25596,1.92,-0.95976,1.75,,
-1.00188,1.81,-0.2574,1.92,-0.9612,1.75,,
-1.00188,1.81,-0.25884,1.92,-0.96264,1.75,,
-1.00476,1.81,-0.26028,1.92,-0.96408,1.76,,
-1.00584,1.81,-0.26172,1.92,-0.96552,1.76,,
-1.00728,1.81,-0.26316,1.92,-0.96696,1.77,,
-1.00872,1.81,-0.2646,1.92,-0.9684,1.77,,
-1.01016,1.81,-0.26604,1.92,-0.96948,1.78,,
-1.0116,1.81,-0.26748,1.92,-0.97092,1.78,,
-1.01304,1.81,-0.26892,1.92,-0.97236,1.78,,
-1.01448,1.8,-0.27036,1.92,-0.9738,1.79,,
-1.01592,1.8,-0.2718,1.92,-0.97524,1.79,,
-1.01736,1.81,-0.27324,1.92,-0.97668,1.8,,
-1.0188,1.81,-0.27468,1.92,-0.97812,1.8,,
-1.02024,1.81,-0.27612,1.92,-0.97956,1.8,,
-1.02168,1.81,-0.27756,1.92,-0.981,1.81,,
-1.02312,1.81,-0.279,1.92,-0.98244,1.81,,
-1.02456,1.81,-0.28044,1.92,-0.98388,1.82,,
-1.026,1.81,-0.28188,1.92,-0.98532,1.82,,
-1.02744,1.81,-0.28332,1.92,-0.98676,1.82,,
-1.02888,1.81,-0.28476,1.92,-0.9882,1.83,,
-1.03032,1.82,-0.28584,1.92,-0.98964,1.83,,
-1.03176,1.82,-0.28728,1.92,-0.99108,1.84,,
-1.0332,1.82,-0.28872,1.92,-0.99252,1.84,,
-1.03464,1.82,-0.29016,1.92,-0.99396,1.85,,
-1.03572,1.83,-0.2916,1.92,-0.9954,1.85,,
-1.0386,1.82,-0.29304,1.92,-0.99684,1.85,,
-1.04004,1.83,-0.29448,1.92,-0.99828,1.86,,
-1.04148,1.83,-0.29592,1.92,-0.99936,1.86,,
-1.04292,1.83,-0.29736,1.92,-1.0008,1.87,,
-1.04436,1.83,-0.2988,1.92,-1.00224,1.87,,
-1.0458,1.83,-0.30024,1.92,-1.00368,1.87,,
-1.04724,1.83,-0.30168,1.92,-1.00512,1.88,,
-1.04868,1.83,-0.30312,1.92,-1.00656,1.88,,
-1.05012,1.84,-0.30456,1.92,-1.008,1.89,,
-1.05156,1.84,-0.306,1.92,-1.00944,1.89,,
-1.053,1.84,-0.30744,1.92,-1.01088,1.89,,
-1.053,1.84,-0.30888,1.92,-1.01232,1.9,,
0,,-0.310197628,1.92156368,-1.013757154,1.89792755,,
0,,-0.311620553,1.921569132,-1.015180079,1.900681277,,
0,,-0.313043478,1.921574585,-1.016603004,1.903282325,,
0,,-0.314466403,1.921580037,-1.018025929,1.905730695,,
0,,-0.315889328,1.92158549,-1.019448854,1.908026386,,
0,,-0.317312253,1.921590942,-1.020871779,1.910169398,,
0,,-0.318735178,1.921596394,-1.022294704,1.912159729,,
0,,-0.320158103,1.921601847,-1.023717628,1.913997381,,
0,,-0.321581028,1.921607299,-1.025140553,1.915682351,,
0,,-0.323003953,1.921612752,-1.026563478,1.917214641,,
0,,-0.324426877,1.921618204,-1.027986403,1.918594248,,
0,,-0.325849802,1.921623657,-1.029409328,1.919821173,,
0,,-0.327272727,1.921629109,-1.030832253,1.920895415,,
0,,-0.328695652,1.921634561,-1.032255178,1.921816975,,
0,,-0.330118577,1.921640014,-1.033678103,1.92258585,,
0,,-0.331541502,1.921645466,-1.035101028,1.923202041,,
0,,-0.332964427,1.921650919,-1.036523953,1.923665548,,
0,,-0.334387352,1.921656371,-1.037946878,1.923976369,,
0,,-0.335810277,1.921661823,-1.039369802,1.924134505,,
0,,-0.337233202,1.921667276,-1.040792727,1.924139954,,
0,,-0.338656127,1.921672728,-1.042215652,1.924145404,,
0,,-0.340079051,1.92167818,-1.043638577,1.924150853,,
0,,-0.341501976,1.921683633,-1.045061502,1.924156303,,
0,,-0.342924901,0.257653533,-1.046484427,1.924161752,,
0,,-0.344347826,0.257653734,-1.047907352,1.924167202,,
0,,-0.345770751,0.257653935,-1.049330277,1.924172651,,
0,,-0.347193676,0.257654137,-1.050753201,1.9241781,,
0,,-0.348616601,0.257654338,-1.052176126,1.92418355,,
0,,-0.350039526,0.257654539,-1.053599052,1.924188999,,
0,,-0.351462451,0.257654741,-1.055021976,1.924194449,,
0,,-0.352885376,0.257654942,-1.056444901,1.924199898,,
0,,-0.3543083,0.257655144,-1.057867826,1.924205348,,
0,,-0.355731225,0.257655345,-1.059290751,1.924210797,,
0,,-0.35715415,0.257655546,-1.060713676,1.924216247,,
0,,-0.358577075,0.257655748,-1.062136601,1.924221696,,
0,,-0.36,0.257655949,-1.063559526,1.924227145,,
